From,To,Multiplier
cup,ml,240
cup,liter,0.24
cup,tsp,48.6922
cup,tbsp,16.2307
cup,cup,1
cup,pint,0.50721
cup,quart ,0.253605
cup,gallon,0.0634013
cup,oz,8.11537
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
