From,To,Multiplier
pint,ml,473.176
pint,liter,0.473176
pint,tsp,96
pint,tbsp,32
pint,cup,1.97157
pint,pint,1
pint,quart ,0.5
pint,gallon,0.125
pint,oz,16
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
